REGION,DISTRICT,Region,District,Classification,Latitude,Longitude,Total_Population,Male_15_64,Female_15_64,Poverty_Incidence_pct,Poverty_Intensity_pct,Unemployment_Rate_pct,Illiteracy_Rate_pct,Uninsurance_Rate_pct,Youth_Dependency_Ratio,Sex_Ratio_15_64,Sexually_Active_Pop_pct,DHS_Region,HIV_Prev_Women_pct,HIV_Prev_Men_pct,HIV_Prev_Total_pct,HIV_Awareness_Women_pct,Condom_Use_pct,High_Risk_Sex_pct,Ever_Tested_HIV_pct,Know_Where_Test_pct,Accepting_Attitudes_pct,TB_Incidence_per100k,TB_HIV_CoInfection_pct,TB_Treatment_Success_pct,ART_Coverage_pct,VCT_Uptake_pct,Doctors_per10k,Nurses_per10k,OOP_Expenditure_pct,HIV_TB_Hotspot,Nat_HIV_New_Infections_per1000,Nat_HIV_Positivity_pct,Nat_PLHIV_All_Ages,Nat_HIV_Deaths,Nat_TB_Incidence_per100k,Nat_TB_New_Relapse_Cases,Nat_TB_HIV_Positive_pct,Data_Source_HIV,Data_Source_TB,Data_Source_Socioeconomic,Data_Source_Geometry,LISA_I,LISA_quadrant,LISA_p_sim,LISA_sig,LISA_cluster,BvLISA_I,BvLISA_quadrant,BvLISA_p,BvLISA_sig,BvLISA_cluster,Gi_z,Gi_p,Gi_cluster,GWR_coef_HIV_Prev_Total_pct,GWR_coef_Poverty_Intensity_pct,GWR_coef_Uninsurance_Rate_pct,GWR_coef_Doctors_per10k,GWR_local_R2,RF_Risk,XGB_Risk,LGB_Risk,Stacked_Risk,Ensemble_Risk_Score
UPPER WEST,LAMBUSSIE-KARNI,UPPER WEST,LAMBUSSIE-KARNI,,10.331309325,-2.5010639733851683,90499.33333333331,25148.33333333333,26407.0,38.31666666666667,45.68925631361836,59.670082829433206,52.74353520449502,19.419592045098216,71.3927365360043,0.9771002724206694,55.87731189798481,,2.014619827417384,1.6206983496811325,1.7901166401415438,43.15,44.97397533064931,15.28,33.333333333333336,51.69121558267659,40.56489464064762,145.7596566523359,15.388774032497517,86.24678580465587,68.2805963546727,26.438119069335933,2.7634596601729435,37.81207914474293,28.767736521909097,0,0.4699999999999999,2.54,330543.43975212274,12913.466720077984,126.0,19908.296964829766,12.122548610388398,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),0.00958203281398732,0,0.7957957957957958,0,Not Significant,-0.06820450686359725,0,0.05405405405405406,0,Not Significant,-0.1746001957050265,0.215,Not Significant,7.892408784655499,1.0627263230808337,0.2096731809453574,-0.6802533633879069,0.8154962023953515,0.0055,0.003,0.0003,0.0037,0.0
UPPER EAST,BOLGATANGA MUNICIPAL,Upper East,Bolgatanga Municipal,Municipal,10.7853963,-0.8487322,142509.0,40979.0,46310.0,20.2,44.57325188288746,53.960607420038095,28.272081125213926,7.991169352146365,59.482379951622804,0.922360472389361,61.25157007627588,Upper East,0.8,2.1844429583021476,1.4852062243644353,52.12857142857144,38.06459742327366,20.716666666666665,33.33333333333334,39.61259703284955,39.71890884199625,152.8463251836339,5.489385521819443,92.52108711584424,76.71318020572748,35.74297737914228,3.3935687068335043,44.310656076284666,26.507829241546744,0,0.4699999999999999,2.54,329191.0593706727,13067.316588744105,126.0,20109.809094251024,11.919417817324424,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),0.20738805135441415,0,0.1961961961961962,0,Not Significant,-0.6114142562046628,2,0.0,1,LH (Low-High),-0.863109761873479,0.086,Not Significant,7.957779423374397,1.135431226159804,0.2086848732758599,-0.7534817956919869,0.8177161415455144,0.011424137931034483,0.008924137931034484,0.006224137931034483,0.009624137931034484,0.005924137931034483
NORTHERN,NANUMBA SOUTH,Northern,Nanumba South,District,8.76637935,0.0549741822848612,106374.0,24635.0,26996.0,46.3,42.76840055176118,43.69260895557646,57.42701620921306,44.49411066551087,98.27432535337883,0.9236557630694829,48.53723654276421,Northern (pre 2022),0.7013244586216081,0.7982409230503373,0.7439317360234629,35.20515779787782,19.424571979153466,15.114285714285714,33.667675631822455,30.22807747268877,38.648779102251225,49.06831151482602,3.8622865842874132,85.32187306333118,66.00452200431288,27.370824109258844,1.8529274571544356,33.937200662472314,25.035094264618646,0,0.47104536811596354,2.5648255734122856,327155.0813602105,13070.810834063997,126.0,20258.8590753885,12.11700270025666,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),1.780001203292309,3,0.0,1,LL (Low-Low),1.4619887262023572,3,0.001001001001001001,1,LL (Low-Low),-2.5281967316005782,0.068,Coldspot 95%,7.771786051326771,1.6594394037968925,0.1891262154414447,-0.5719341537669164,0.8948519080630634,0.0055,0.003,0.0003,0.0037,0.0
BONO,WENCHI MUNICIPAL,Bono,Wenchi Municipal,Municipal,7.80281055,-2.08141333112632,124758.0,35042.0,37424.0,23.6,42.33725916326746,53.21372419504168,37.27939144363205,22.442719954895605,66.75928687689566,0.8838974280547831,58.085253049904615,Brong-Ahafo,3.7999999999999994,1.3,2.55,55.40714285714286,26.266666666666666,21.057142857142857,33.333333333333336,69.42834761156166,41.260000000000005,144.58428130028352,15.714374523645798,96.53964105760532,78.48674467074086,37.3857414864726,3.4485714214308585,47.068625758266315,20.321832769148372,0,0.4699999999999999,2.54,330954.93128694233,13002.171533667904,126.0,20190.173351065514,12.139124254197327,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),0.6271653075728908,1,0.025025025025025027,1,HH (High-High),0.08493951673022003,0,0.7507507507507507,0,Not Significant,1.5006854079293417,0.421,Not Significant,8.620146476775377,1.8565508199605176,0.1747755713446252,-0.1429014013792737,0.7415496372971179,0.006857664233576642,0.004357664233576643,0.0016576642335766425,0.005057664233576642,0.0013576642335766426
UPPER EAST,BONGO,Upper East,Bongo,District,10.9166838999999,-0.805767855895511,116431.0,30052.0,35165.0,54.0,49.00548938869852,78.29820072685187,41.943048445674286,17.155538431094982,65.8970234759786,0.8163744260208459,56.013432848639965,Upper East,0.8000000000000002,2.195651000735361,1.4888680532500138,52.128571428571426,37.88824356707011,20.716666666666665,33.33333333333334,38.961137253533664,39.85163428199248,162.6097776898737,20.255469444090036,71.95226510633118,43.159364784293274,23.235249358647817,0.953891370421,22.383235395710322,48.39821193183115,0,0.47,2.54,331786.3242905402,13063.428907844793,126.0,19783.423624594212,12.097961133445054,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),0.20489923058286474,0,0.2042042042042042,0,Not Significant,-0.601600232790247,2,0.0,1,LH (Low-High),-0.8578668009678441,0.301,Not Significant,7.9308622560991875,1.147663198046282,0.2081515094468499,-0.7714977024657603,0.8199151046240287,0.008232947232947234,0.005732947232947233,0.0030329472329472334,0.006432947232947234,0.0027329472329472334
AHAFO,TANO SOUTH MUNICIPAL,Ahafo,Tano South Municipal,Municipal,7.16093674999999,-1.99681708617696,86989.0,24906.0,26294.0,23.7,42.613663835729234,47.743479082447664,27.530746620557416,24.190933815784415,62.19459568744495,0.9236565362705416,58.85801653082574,Brong-Ahafo,3.8000000000000003,1.2886567583829995,2.55,55.40714285714286,26.266666666666666,21.057142857142857,33.25653936713211,69.56104982295929,41.260000000000005,145.79367839322168,16.921316075202853,95.67389418523292,80.47589593596861,39.653898163750924,3.6260880112551668,45.69795409188531,22.722302644689876,0,0.47,2.54,330496.3528528779,13026.84317672115,126.0,20037.950194353452,11.864406175338603,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),0.24769567122929767,0,0.3733733733733734,0,Not Significant,-0.06803512223250026,0,0.8178178178178178,0,Not Significant,1.0466866462496713,0.129,Not Significant,8.057042257826339,1.4767372850950315,0.1473050858178899,-0.2332744882465985,0.5224561149159418,0.008215328467153286,0.005715328467153285,0.003015328467153285,0.006415328467153285,0.002715328467153285
UPPER EAST,KASENA NANKANA WEST,Upper East,Kasena Nankana West,District,10.895598,-1.30768,90735.0,24454.0,26493.0,53.6,48.239741966297764,70.67580256757849,39.23053217199073,12.943980748784664,62.07696917326802,0.9433081962920701,56.14922576734447,Upper East,0.8000000000000003,2.186216936545061,1.4973779802076004,52.12857142857143,37.89177691820108,20.716666666666665,33.333333333333336,39.186047961434944,40.017347256509076,139.60365313011658,10.928143825251151,80.82392329694059,57.86302680492547,28.329054722566553,1.5656584251483647,27.199558494265574,38.99410672969634,0,0.47,2.54,329359.6311941587,12897.5386809094,126.0,20045.208097997438,12.045212869016693,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),0.2522585119660703,0,0.0990990990990991,0,Not Significant,-0.4098120220457311,2,0.007007007007007007,1,LH (Low-High),-0.9575860755319965,0.001,Not Significant,8.02053838014384,1.0788032165788877,0.2098844273723208,-0.7830812969607331,0.8148727582442312,0.007353820598006645,0.004853820598006644,0.0021538205980066445,0.005553820598006645,0.0018538205980066446
UPPER WEST,WA WEST,Upper West,Wa West,District,9.8985772,-2.6832633,96957.0,23133.0,27784.0,61.9,49.125199582156824,70.84179798541541,55.8118021288538,36.419143681425524,84.30392408163114,0.8779587021914479,52.51503243705973,Upper West,2.0070029567702807,1.5930009099090068,1.7904240678147012,43.15,44.25813026384352,15.279999999999998,33.333333333333336,50.741837673602774,41.21179664096791,184.78301165069408,23.915427539811493,74.9876468849214,43.01868960834658,19.97434191487077,0.9783990413818304,23.894574151424493,45.871668410516314,0,0.47,2.54,329745.7706169756,13033.072560683324,126.0,20170.980740551076,12.021227485882603,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),0.009662690955311274,0,0.7997997997997998,0,Not Significant,-0.07397607994010753,2,0.028028028028028028,1,LH (Low-High),-0.18656524472445674,0.167,Not Significant,7.68349146694027,1.3797243438660851,0.212085894630041,-0.0369305866612675,0.8368064258443325,0.008645081629853203,0.006145081629853203,0.003445081629853203,0.006845081629853204,0.003145081629853203
BONO,SUNYANI MUNICIPAL,Bono,Sunyani Municipal,Municipal,7.3384389,-2.3309226,193595.0,62754.0,63470.0,10.9,41.03954789620685,50.4167410438001,13.515489453844449,8.44629672502817,51.6325801584786,0.9624388284419718,65.20003099253596,Brong-Ahafo,3.8000000000000003,1.3,2.55,55.40714285714286,26.266666666666666,21.057142857142857,33.333333333333336,70.0647595384809,41.260000000000005,144.76489240569512,10.274232333022772,98.03458236401613,88.19158135160761,36.48224298493802,3.1918964617182652,52.69034470426939,16.52503636928145,0,0.47,2.54,328612.4389855465,13061.373744998871,126.0,19906.1334369437,12.005461445482394,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),0.6271653075728909,1,0.021021021021021023,1,HH (High-High),0.2087458279419446,0,0.46646646646646645,0,Not Significant,1.5006854079293417,0.421,Not Significant,7.470893877627295,1.209638155227072,0.1076564977394513,-0.4240606978561085,0.544268613453205,0.008475055537924468,0.005975055537924469,0.0032750555379244687,0.006675055537924469,0.0029750555379244687
SAVANNAH,SAWLA-TUNA-KALBA,SAVANNAH,SAWLA-TUNA-KALBA,,8.913124791666666,-1.0654669283568114,90102.16666666669,25024.166666666668,24247.5,49.38333333333333,45.68394722973073,64.24312367338635,49.11817911511094,30.723135604104932,80.20397248492989,0.9981654283722513,54.33271307441868,,0.7000000000000001,0.7999999999999999,0.7471388249674683,35.45,19.24508166108921,15.114285714285714,33.53910989712902,30.55,38.99757841114574,99.3701448983402,10.481362124232017,84.76992428203857,68.42505126422276,28.31036797521764,2.6185921728107573,38.58250265502282,34.534461053709826,0,0.46999999999999986,2.5399999999999996,331507.47926050425,12886.043642930505,126.0,20009.01730830072,12.053237222651632,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),1.7781150630343148,3,0.0,1,LL (Low-Low),0.5336088606756868,0,0.24624624624624625,0,Not Significant,-2.526845634729212,0.258,Coldspot 95%,7.546975294191824,1.5493409377754763,0.2117175356525344,0.2756421640177984,0.8450508944556216,0.0055,0.003,0.0003,0.0037,0.0
ASHANTI,ASANTE AKIM SOUTH,ASHANTI,ASANTE AKIM SOUTH,,6.648968471212119,-1.5710996271278177,121878.81818181818,36505.0,37998.333333333336,21.23333333333333,42.8855516622687,48.413335110456714,21.17359507862357,27.744675551076753,58.447527198159186,0.9870419939633317,60.40712501501989,,2.497565616153087,1.2999999999999998,1.9,56.864285714285714,29.03333333333333,22.928571428571427,33.316666666666656,71.76265547844375,43.31,115.5257832149487,9.118798996823411,87.91906849881207,68.35714673130344,37.25392922307485,2.530613754496027,36.03319664151619,22.74907426342668,0,0.47,2.5400000000000005,327523.37690316414,12923.418180005185,126.0,19923.914626035545,11.923325407962377,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),0.0006386765419023009,0,0.9369369369369369,0,Not Significant,-0.003785575437852731,0,0.6786786786786787,0,Not Significant,0.04788937055439613,0.155,Not Significant,6.9019555601377744,1.2476724023927266,0.1163921537763469,-0.4253542335680753,0.9355282664408754,0.0055,0.003,0.0003,0.0037,0.0
UPPER WEST,SISSALA EAST,UPPER WEST,SISSALA EAST,,10.331309325,-2.5010639733851683,90499.33333333331,25148.33333333333,26407.0,38.31666666666667,44.94363718191335,61.096434777894636,53.0090889006417,23.134884573439834,63.976041689709724,0.9588656906863606,55.87731189798481,,2.013981393607011,1.6007789398277612,1.789430623452802,43.15,44.946465450957604,15.28,33.333333333333336,50.94153435990364,40.60327250176694,145.7596566523359,17.51894121785708,86.26585516442738,55.542445498004604,31.483850033860627,1.854561896060275,36.90652224427093,34.35526064369954,0,0.4699999999999999,2.54,329349.2461181231,12960.996712389328,126.0,20092.55436850769,12.059192750123804,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),0.00965634499261355,0,0.7957957957957958,0,Not Significant,-0.06873345782792321,0,0.05405405405405406,0,Not Significant,-0.17527521363626516,0.042,Not Significant,7.937026274973972,1.076669703294443,0.20923970689173,-0.6958834879571962,0.8140014577589744,0.0055,0.003,0.0003,0.0037,0.0
